name,desc,rating
 audina melinda ," Avoskin advance action eye ampoule ini benar2 wishlist aku dari dulu, karena aku memiliki mata panda yang benar2 aparah namun untuk hasilnya belum keliatan jelas yaa karena aku baru makenya 2 hari. tetapi review2 nya bagus2 loh! Untuk di applyanya terasa dingin gitu di bawah mata. Dan untuk harganya semoga sering2 diskon yaa biar bisa di repurchase lagii!! ",5.0
 Amelia PutriAprilawati ," Sempet bingung mu beli eye crem mana, brand local udah byk yg ngeluarin ehhhh teracuni eye creamnya avoskinn.. teksturnya kentel gitu, gak ada baunya dan mudah dibaurkan.. ohhh iyaa kemarin beli pas promo bday sociolla  😆😆 ",3.8
 Arnissa Wulandari ," Teksturenya enak sih mudah menyerap, tp blm keliahatan hasilnya karena baru pake. Semoga bagus

Harganya ya lumayan lah untuk serum mata. 🥰🥰🥰

Kemasannya juga compact travel friendly. Tp siapa yg mau traveling kan corona 😂 ",4.3
 Amanda Ambarwati ," Eye ampoule dari Avoskin ini lumayan ngebantu buat samarin garis halus disekitar mata, di aku sendiri eye ampoule ini gabisa bantu cerahin mata panda😭 mungkin karena mata panda ku keturunan jadi memang lebih susah buat cerahinnya. Tp overall oke lah ",4.5
 resty kusumawati ," 2 bulan pemakaian berasa lembab ke hydrate maksimal trs aku pakein juga di smile lines ok banget! menyamarkan si smile lines ini, definitely repurchase sih. luvvv ",4.5
 Devika yuldharia ," cepet meresap, tapi kalo dipake pagi dan ditimpa sunscreen bisa pilling. setelah diapply mata langsung berasa seger. enak banget sih pake ini. so far ga bikin milia ya ",4.0
 Nadya Primastuti ," bagus dan cocok di aku hehe. kalo pake ini malam hari, besok paginya bawah mata jadi cerah dan plump gitu. bisa dikombinasikan dengan pemakaian eyepatch juga biar hasilnya lebih maksimal ",4.3
 ayu chandra ," Sudah beli  yang kedua kalinya tapi belum ada efek apa apa di kantong mataku, mungkin bakal coba merk lain aja. Tekturenya lengket banget, dan perih banget kadang kadang ",3.5
 Puteri Ayu , duh gimana yaaa jelsin nya. ini bagus mnrt akuuuu krna mata ku jd cerahan. aku insom bre jd mata panda hitam gitu. tp pake ini oke bgt bs redaan. ada nicinamide nya kali ye. ga perih juga ,4.8
 Ajeng Anggraini , Menurutku ada cooling sensationnya sih jadi adem gitu pas dipake. isinya cuma 12ml jadi disayang-sayang banget wkwk. baru banget makenya so far gaada reaksi aneh-aneh dan cepet banget terserap. semoga awet yaa kamuu. ,4.8
 Juwita Handayani ," paakeett baru sampaaiii, akuu belum pernah cobaaa, semogaa lebih baikk dari produk yang sebelumnyaaa pernah aku pakaiii. kemasannya mewahh, semogaaa kerutan dan mata pandaa hilang ",4.3
 Rossa Trianika ," Maju mundur beli ini dan akhirnya memutuskan untuk nyoba stelah liat review ka abel dan rachel. Sejauh ini enak wktu diapply tapi waktu udh nyerap ke kulit kyk rada ada berpasir gtu ngerti ga si kalo kita tap tap lagi produknya tuh kyk ngelupas produk yg udh kering tdi:,). Blm ada result yg signifikan karna baru nyoba. So let’s see beberapa waktu kedepan ",3.5
 Nurizki Meutiarani , Baru seminggu dipake rutin tiap pagi dan malam tapi belum ada perubahan signifikan. Semoga kedepannya berefek ya... untuk teksturnya seperti gel konsistensinya lebih pekat tapu cepat meresap!! ,4.5
 Audrey_Fanny Aulia ," Aku beliin ini untuk mamaku, sayangnya dia ga rajin make jadi belum ada perubahan apa-apa padahal udah sebulan dibeli.. Aku udah cobain juga, teksturnya enak banget sih jujyurr, ringan gitu & gaada lengket2nya sama sekalii ",4.5
 Mazaya Afifah ," 3 bulan pemakaian belum ada perubahan apapun. Tapi karna sayang kalo gak dipake lagi, akhirnya aku layering pake game changernya somethinc. Semoga aja sih 22nya bekerja dengan baik untuk invest mataku ini 👀👌🏼👌🏼👌🏼👌🏼 ",4.8
 Suci Ramadani , Baru bgt nyoba. Belum terlalu kelihatan hasilnya. Tapi so far enak dan nyerap di kulit. Gatau bakal cerahin kulit area mata apa ngga. Yg pasti halusin kulit area mata. ,4.3
 Rezky Lestari ," PENYELEMAT KUUUU❤
Kemaren kek hantu, ini bener2 bagus banget buat nolong mata pandaku. 
bakal repurchase ini pastiiiii!!
sayang banget sama avoskin❤❤❤ ",5.0
 Minar sihite , kantong mata ampuh banget pake ini.. dulu kering sekarang jadi makin sehat aja bawah mataaa.. walaupun gak membuat kantung mata cerah cuman ya mayanlah ,4.0
 Fittonia Zebriana ," produk ny suka, tekstur dan berasa ada efeknya, tapi setelah 1 bulan suka ada kerasa panas sekitar mata setelah pemakaian, jadi ga bisa melanjutkan, tapi kalau kulitnya gpp bagus sih ini ",3.8
 Vierna Sari Puspita ," Produk untuk mata yg bagus juga, tp gak bisa tiap hari pake ini (untuk saya ya) karena jadi perih gitu, sama halnya dengan retinolnya, harus 2 hari sekali ",4.8
 Vony Guo ," Pengen cobain nih produk krn byk yg review bagus, baru tau jg ternyata ku ngga cocok pake yg krim jd produk ini boleh lah krn tekstur nya cair walo agak kental. Sdh pake hampir 1 bln, blm keliatan yg wowww gitu sih tp paling terasa daerah sekitar mata lebih lembab, ku pake cuma malam doank krn pagi pake eye mask kertas coconut merk gar****, mudah2an ada perubahan setelah 1 botol walo ngga berharap bgt krn bagian mata lebih lama proses nya😂 ",4.5
 ellen pan ," pas datang segel hologram nya sdh kebuka. belum sempat nyobain sih, semoga beneran bagus seperti promosinya. first impresion sih teksturnya dipakai enak, tidak lengket ",4.5
 Iik R ," Packagingnya cakep keliatan mahal gitu, untuk efektif engganya masi belum keliatan mungkin nanti setelah pemakaian berbulan2 baru keliatan tp so far mampu bikin lembap bawah mata sih ",4.5
 Shannen Singgih ," beli ini cuma liat dari review2 selebgram, dan mereka bnyk bgt yg merekomendasikan produk yang satu ini. efek yg gw dptin selama pakie ini sih kantong mata ud jauh lebih cerah dr sebelum2nya, cepat meresap dan juga lmyn ngefek ke wrinkle mataku. will also repurchase this one ",4.8
 Dian Astuti ," Dipake tiap malem udah mau abis nih 3 bulan, awet juga. Concern gue puffy eyes, blm terlalu keliatan. Tapi kalo mata panda, gue ga terlalu liatin sih. ",3.5
 Novia Dasvordatte ," Awalnya coba-coba makin ke sini kok makin sayang hehehehe 
Saya mix sama tonernya hasilnya benar-benar memuaskan flek-flek hitam serta kerutan, sudah mukai berkurang 

 ",5.0
 Tina Fadli ," sangat melembabkan, teksturnya enak bgt terasa smooth. packingnya cakep. ada pumpnya juga jadi enak untuk keluarin produknya. ada sensasi dinginnya juga ",4.0
 CHANDY SINTYA , Mantap aku suka bisa melembabkan dan mengencangkan. Teksturnya mudah meresap dan gak lengket sama sekali. Beli pas promo. Mantap semoga pemakaian rutin keliatan hasilnya ,5.0
 Azmia Naufala , Baguuss si tp belumm terlalu keliatan perubahannya pas udah dipakeee. Semogaa nanti abis satu botol ada perubahannya yahhh huhu makasiii seller hehehe ,5.0
 Jessica Jessica ," Ini teksturnya kayak ga gtu cair tapi ga kentel juga, baru pake bebrapa hari efek yang kliatan baru kayak mata ga kliatan kusem banget kek sebelumnya tapi buat menghilangkan kerutan halus belum kerasa sih di mataku ",3.8
 mutiara victory ," buat yang cari eye treatment gak neko neko, melembabkan daerah bawah mata aku saranin ini karena ini beneran melembabkan bawah mata aku
bantu memudarkan fine lines karena lembab, jadi kalau pakai make-up minimalisir crack di under eye ",4.0
 Gega Ryani , suka banget!! dari pemakaian pertama udah bikin mata jadi lebih lembap dan ga sembap di pagi hari. teksturnya juga kaya melting gitu pas diaplikasiin dan mudah juga di pakenya. packagingnya juga juara lebih higienis ,5.0
 Indri Yani , Suka banget sama produknya. Bikin bawa mata jadi lebih kenceng dan nyamarin kantong mata yg hitam.Semoga avoskin sering ngadain diskin gede hehehehehe ,4.8
 Andhara Zahwa ," Karena akhir akhir ini kantong mataku makin hitam dan makin keliatan garis garis nya akhirnye memutuskan untuk beli avoskin yang ini, karena dari claim nya ok bgt buat ngatasi permasalahan area mataku 😚 selain itu dia pake dikit aja udah super melembabkan dan udah pake 1 blm udah mulai keliatan hasilnya ",4.5
 Lany Swantika ," Daya serap cukup baik, tektur berbentuk gel dan berwarna putih, ketika di applay langsung menyerap, so far tidak menimbulkan reaksi negatif dikulit, pengemasan rapi dan aman ",4.8
 Prisma Priambodo , udah sebulan pake advance action eye ampoule. bener bener bikin mata lembab. fine line di bawah mata juga memudar. kantong mata sedikit pudar. bikin concelear lebih gampang nempel. ,4.5
 raihanah mazaya ," beli ini waktu lagi peomo dan bagus banget dari segi tekstur,packaging untuk hasilnya belum keliatan karena baru pake 2 mingguan so far untuk pemakaian 2 minggu lumayan melembapkan ",4.5
 made marina ," milia di bawah mata berkurang.... warna bawah mata lebih terang...
tekstur mudah meresap... packaging bgus gampng di ambl produknya...
cuma harganya lumayan kemarin beli lagi diskon... mudah mudahan ada diskon lagi ",3.3
 Auliani Puteri , Setelah pakai eye ampoule ini langsung kerasa efek lebih segar di mata. Kulit di area mata juga jadi lebih lembab dan cerah. Produk lokal yang worth it to try! ,4.8
 Rahayu Shafa ," bener benerr bikin kantong mata jadiii lebih cerahhh bangettttt, ini harus di pake tiap harii biar hasilnya kelitannn. tapiii untuk harganyaa agak mahal ya bun): tapi worth it ko ",4.8
 Ayu Isnaini , Suka banget sama produk Avoskin yang satu inii. Packagingnya juga bagus ada pumpnya jadi makenya enak. Kalo biat hasilnya mungkin karena belum lama dipake jadi belum kelihatan dehh ,4.3
 Melinda tong ," menurutku penting banget menjaga area mata swiring bertambahnya umurku.huhu...so aku putuskan cari2 product untuk mengencangkan area mata. 

dannnn...pilihanku jatuh sama avoskin ampoule ini. alhasil aku suka banget. 
teksturnya: awalnya agak lengket, tp cepet nyerap kok. abis pake rasanya seger. ini dipake dimalam hari. hasilnya suka banget..samar2 garis halus area mata mulai pudar.yeayyyyyy👏👏👏 kecintaan deh pokoke👍 ",5.0
 Irma Bunga ," suka dan cocok dg krim mata ini
meski tekstur awalnya kental, namun waktu diaplikasikan watery mudah meresap, dan setelah meresap lgsg kulit area mata terasa kencang ",5.0
 Azra Mashita ," tekstur nya aku suka, di pake jg gampang meresap. aku masih suka bolong2 si pake nya, tapi lumayan buat ngelembapin. garis halus yg tipis gitu jg berkurang, cuma mata panda tetep aja si ",4.0
 Dian Ariyani , Kemasannya mewah.Untuk texture nya gel lembut langsung meresap .Seminggu pemakaian udah terasa sedikit memudar kantung mata yg tiap hari begadang sebagai busui 😁 best banget lah avoskin .Repurchase YES !!! ,5.0
 nova manihuruk ," Aku pakai ini udah lebih dari 3 bulan dan yang aku rasakan adalah mataku menjadi lebih cerah. satu hal yg ku lihat, mata adalah yg penting juga jadi perlu menjaga kecantikan mata.  ",4.8
 sitti solawati ," bagys banget, teksturnya emang cenderung thick
krn mata aku gelap banget dan sudah mulai terlihat keriput, cobain produk ini krn kata temen bagus banget..
dan akhirnya cobai, ternyata  cocok di aku krn mata panda aku jd terlihatlebih cerah dan fresh walaupun gak cepat prosesnya. untuk ukuran boto segini awet banget bisa sampe 2 bulan lebih  ",4.8
 Nurul Amalia ," Packagingnya cakep banget, mevvah banget. Hasilnya gak kalah cakep, beneran bikin bawah mata lembap, mengurangi kerutan, untuk kantung mata belum terlihat sih karena beluma da sebulan pakainya. teksturnya juara, lebih ke gel bukan cream yg enak banget di taptap dan cepet terserap.  ",4.8
 Apriska virasanti ," REALLY HIGH QUALITY , dear all must have this product. avoskin eye ampule ini sangat membantu kantung mata aku dan lingkar hitam di mata aku yang sering bergadang
 ",5.0
 Jessica Rusadi ," tekstur nya enak gak lengket tapi ternyata di aku ga cocok bangett, setelah malamnya dipakai, besoknya langsung merah, pedih banget & gatal di area mata 😭😭 ",2.8
 Dea Lestari ," Purchase kedua kalinya. Sebagus itu dan secocok itu buat ngurangin kantong mata lemburkuu! Selalu suka dgn product2 Avoskin, hasilnya nggak ngadi-ngadi ❤️  ",4.5
 Anisa G , Baru pakai 2 minggu sih efeknya belum kelihatan namun kalau kebanyakan pakai kerasa ketarik kulit mataku. Mau coba terus lihat hasil kedepannya dan bakalan repurchase lagi. ,5.0
 lux f ," Akhirnya kesampean beli eye ampoule ini karena bawah mataku bener-bener gak wajar bgt ngantung dan hitamnya. Yg berasa bgt efek lifting nya sih. Berasa bgt bantu mengencangkan area mata dan kantung mata gak separah biasanya. Untuk lingkaran hitam belum terlalu berasa efek mencerahkannya karena harus pemakaian rutin bgt jga, mata pandaku genetik jga sbnernya. Dipake nyaman bgt, teksturnya gel tebel gtu tapi bgtu di aplikasiin di skitar mata langsung meleleh. Sejauh ini sukak bgt sama produk ini ❤️ ",5.0
 Oktavia PuspaDewi ," Menurutku avoskin advanced action eye ampoule ini jadi salah satu serum mata yang terkonsentrasi cukup tinggi. Produk ini tuh ada kandungan peptidenya sekitar 7.5%, jdi menurutku dengan kadar segitu ini cukup nampol banget sih buat memicu produksi kolagen jadi bisa ngejaga kulit mata biar tetep lembap, elastis, dan tentunya memperlambat munculnyaa kerutan. Dahlaahh mata jadi tambah fresh setelah pake ini<3 Dan setauku serum mata ini acne safe, no fragrance dan alkholo free, jadi amann bangett utk yang punya kulit sensitif ",4.3
 Fadhilah Ulfa ," teksturenya gel bening, klaimnya bisa buat anti aging, menyamarkan dark circle, melembabkan dll tapi selama aku pake 2 bulan lebih blm ada keliatan dark circle ilang sih, cuma selama ini melembabkan aja dan aku ada milia di deket mata ternya gak bisa ilang juga gaes huhuhu ",4.5
 Kannitha Alina ," Nyari eye cream yang cocok buat mata panda kronis kaya aku tuh kaya nyari jodoh... susah banget:( FINALLY aku bisa ketemu sama avoskin advance eye ampoule ini karena ini satu satunya eye product yang beneran ngaruh di aku. Udah coba banyak banget eye cream tapi ini yang paling bikin perubahan. Kantong mata jadi kenceng kaya pake topical botox, lembab, garis halus memudar, dan warna gelapnya perlahan membaik... cinta banget pokoknya titik. ",4.8
 Akhida Istiqomah ," Finally kesampean juga cobain eye ampoule kebanggaan kita semua, sesuai dengan review khalayak orang ini beneran nampol, bikin lingkaran hitam di area mata sedikit memudar ",5.0
 widyadistytiara zahrajelita ," Akhirnya aku punya incaranku ini!?!?!??! Aku beli di lazada dpt diskon jadi kena murah bgt:"") blm lama make sih jadi belum terlalu keliatan semoga ngefek di aku ",5.0
 maysa yovanda ," Treatment eye yang cukup ngaruh dimata ku, lembab tapi engga greasy, teksturnya kayak gel gitu, adem kalo dipake. Calming, bagus bgt, tapi agak kurang suka sama packagingnya ",4.0
 Dhika Anggraeni ," ✅ Sejauh ini nggak ada efek perih sih, paling pas masuk ke kata dikit aja haha semoga nggak perih nextnya karena baru seminggu pakai
✅ melembapkan banget
✅ belum terlalu terlihat hasilnya di aku, tapi lumayan segeran sih 
✅ sepertinya ini awet sih
✅ gelnya ringan banget, ada efek dinginnya pas diaplikasikan
✅ next aku lanjut review di instagram ",4.3
 Luis Rumianda ," Baguuuss banget, teksturnya ringan hampir kayak air  sukaa... di area mata saya termasuk sensitif pernah pake eye Cream beberapa merek selalu ada efek panas dan agak gatel gitu.. tapi pakai ini bener bener untuk kulit saya yg sensitive.. thankss Avoskin  ",5.0
 Tessa Putricia ," Teksturnya lumayan thick tapi mudah menyerap dan gak bikin lembab yang lebay gitu jatohnya malah kayak lumayan keset gitu abis dipake, 
 untuk efektifitasnya belum begitu terasa tapi sangat nyaman dipakai ",5.0
 Farah Adila , Ampoule ini bner bner ngelembapinn dan bikin adem area mataku bangeeett.. walaupun blm ada perbedaannya si soalnya  masih pake 1 mingguan hehe.. Teksturnya juga ga lengket akuu sukakk.. ,5.0
 Claudia Fransisca ," best best best !! cucok meong buat mamak2 yg baru mlahirkan & sering bgadang tiap mlm 👍
bumil & busui friendly !
trs mmg kl kita ngaca sih, kyk g ad prbhn ap2.
tp kl kita fto before & after using eye ampoule ini, bakalan jls bgt trlht prubahan baik ny 😍 ",5.0
 TriWahyu Ningsih , Serum mata dari avoskin bener2 bantu ngurangin mata panda. Ngurangin garis halus di kelopak mata. Terus kemasan nya kecil. Tapi isi nya cuma dipake dikit aja jadi gak gampang habis. Terus harga terjangkau ,5.0
 icha merliyana , eye ampoule yang satu ini cukup bagus sih cuma buat di mata aku udah pemakaian beberapa minggu belum terlalu ngaruh buat ngilangin mata panda gatau juga kenapa ,3.8
 hudatur rahmah ," Aku suka banget sama advance action dr avoskin ini, pemakaian pertama udah berasa kantung mata berkurang hitamnya, aaa gasabar liat berangsur angsur berkurang. Btw tekstur nya bikin pemakaian awet, pake dikit udah bisa buat kedua mata.  ",4.8
 Kurnia Primareta ," beliin ini buat mama, dan untuk kantong mata yang saggy udah lumayan naik walo baru sebulan. tapi kalo hitamnya ya emang tergantung sama kualitas tdr gt deh
 ",4.5
 Della Aprilina ," Avoskin Advanced Action Eye Ampoule menurutkuu worth to buy sii meskipun agak priceyy, karna ini cocok bangett buat yangg punya mata panda kayaa aku yg sering begadangg. ",5.0
 indah maylarini ," gelnya bening, pas diaplikasiin berasa kaya lem, agak lengket gitu kenceng dan after a minutes tetep ada residu. Pakai 1 botol mencerahkan area kantung mataa tapi untuk ngisi kerutan belum kelihatan, mau coba lagi biar makin xtraa ",4.8
 Della Natalia , penasaran banget sama produk ini karena banyak di review sama orang-orang pas aku coba hasilnya lumayan oke walau memang yang namanya pakai eye serum etc harus bersabar karena lebih ke untuk investasi di masa tua. tp so far aku suka banget sama produk ini ☺️ ,5.0
 Windy Agustiani ," Bismillah baru pertama ini mau nyobain eye creamnya avoskin semoga cocok dan bisa ngebantu buat ngilangin mata panda ku yg super duper hitam, semoga bisa ngebantu sesuai dengan harganya ya:) udh capek nyoba ini itu huhuhu ",4.0
 Nanda Nazla , teksturnya gel tapi tebel gitu tapi cepat meresap ke kulit. setelah pakai ada rasa tightening gitu. gak ada rasa panas atau gatal. dipakai disiang hair juga ok gak ganggu. rasanya mata jadi terlihat lebih fresh krn lebih kenceng gitu kulitnya.  ,4.5
 syifa khoirunnisa ," gatau lagi si harus gimana mengungkapkannya tapi ini benerbener bagus buangetttttttttttttt. sampe aku buka share in jar buat tementemen yang pengen cobain produk2 avoskin , kalo aja aku selebgram pasti aku bakal rekomendasiin produk2 ini sii ",4.8
 Widi Wulandari ," ringan,enak bgt seteleh make dingin juga,ngefec bgt buat ngilangin kantung mata, rekomendasi menurut aku buat yang cari eye serum..................... ",5.0
 Kurnia Cahya_Rahmani , kebetulan emang lagi cari skincare mata yang bagus dan nemu review avoskin yang ini bagus banget. aku baru coba belum lama sih tapi lumayan juga hasilnya semoga makin bagus lagi hasilnya nanti ,4.3
 CHANDY SINTYA ," teksturnya kental tetapi tetap mudah meresap. melembabkan dan membantu menyamarkan kehitaman, membantu mengurangi puffynes. suka banget sama produk avoskin 😘 ",5.0
 Intan Novita ," Ini cairnya agak kentel kentel gitu, tapi cepet meresap kok, di sekitaran area mata berasa ketarik, dan lembab juga rasanya, untuk pemakaian pertama merasa fresh.. ",5.0
 Ajeng Anneesha ," Ga nyesel beli eye cream ini, udah mau seminggu kantung mata aku agak memudar, emang ga secepet dan seinstan itu tapi menurut aku yanv penting itu adalah hasilnya, terbukti bekerja di area mataku🥰 kalo dari packaging aku ngakak sih gedean tutupnya wkwk, smg nanti lebih gede isinya drpd tutupnya😊 ",4.3
 Nadiya Mustawa ," pengemasaanya rapih banget, teksturnya juga ga cair dan ga lengket gitu, pas liat review ada yg bilang bikin mata perih dan teksturnya lengket susah nyerap juga, tapi pas aku coba malah enak gabikin mata perih teksturnya ga lengket gitu dan langsung nyerap, semoga cocok diaku, nanti repeat order deh kalo cocok🥰🥰 ",5.0
 Rahmi Izati ," Bener-bener bisa mudarin area gelap di mata, dan yang tadinya aku ada keriputnya gitu di mata bisa berkurang pake ini, ini sih yang paling ngaruh di mata aku💖 ",4.3
 Agni Surya , Sama aku efek paling cepet itu ngilangin puffiness nya. Padahal bru seminggu pakenya. Cuma klo dark circle mgkin takes time dan hrus sabar kali yaa..  ,5.0
 Sheila Riza Putri ," Kyknya udah sebulanan deh pake ini. Jujur blm terlalu ngerasain yg gmn2 bgt, tapiiiii, lumayan membuat mencerahkan sih. Mungkin hrs menunggu dgn sabar, krn memang untuk perawatan si kantung mata ini perlu kesabaran exxxxtra hahaha. ",4.8
 Kartika NA , Eye ampoule dr avoskin ini teksturnya gel tapi rich banget. Jadi cukup sebiji kecil untuk diratakan di area bawa mata. Abis kena kulit walaupun rich ngeblendnya gampang terus cepet resapnya. Lebih baik dipakai pas malem hari sebelum tidur  ,4.3
 Marcella DwiRatnasari , semenjak pake inii puffy eyes aku ud berkurangg lumayan bangettt.. must try sih apalagi ni cocok di kulit aku yang kering 🤗 holy grail buat eyes sih! recommended! ,5.0
 claudia wijaya , Suka banget sama packagingnya yang super simpel dan mungil! Aku letakin di kulkas biar seger pas makai dibawah mata sekalian ngurangin puffiness pas bangun tidur. So far so good sih ,4.5
 Gabriela Adella ," Hampir setiap hari begadang bikin area bawah mataku jadi menggelap dan sering keliatan lelah, searching lah eye treatment yang bagus dan nemuin si avoskin eye ampoule ini yang aku baca-baca reviewnya selalu positif. Klaim dari produk ini bisa merawat dan mencerahkan area bawah mata dan juga mengurangi tanda-tanda penuaan dini, seperti kerutan. Setelah 2 bulan lebih nyobain produk ini yang aku rasain dia beneran bisa mencerahkan area bawah mataku dan bikin mata terasa lembab seharian, tapi untuk mengurangi kerutan aku belom ngeliat hasilnya sih. Aku suka teksturnya yang gel yang gampang menyerap dan ga bikin area mata jadi terasa oily. Untuk packagingnya dia pake pump yang bikin gampang di atur mau banyak atau sedikit produk yang bakal keluar. Dan walaupun ukurannya kecil tapi dia awet banget padahal aku pakenya pagi dan malem. Menurut aku produk ini salah satu best purchase aku sih di tahun ini karena dia bener-bener ngebantu buat mengatasi dark circle dan ga ngasih efek negatif sama sekali. ",5.0
 putrina  , Secinta itu sampa produk brand local yang satu ini. Produknya ga overclaim dan bener bener works di wajah aku dan mama aku. Karena aku pakenya kongsi sm mama.  And i love it ,5.0
 Taina Aafreen ," Pertama kali coba eyelash serum itu merek Nutrilash dari Nutrishe, dan buatku dia ngga bikin bulumata itu panjang tp lentik dan ngisi yang kosong serta nebelin alis, bulumata jg jadi lebih thick dan hitam gtu jd lebih bervolume ya bukan manjangin, dan menurutku isi 15ml dgn harga 50k ini worth, teksturnya jg ga se cair pertama beli, kalo dulu kena mata pun perih kalo sekarang karna formulanya udh ditambah jd ga sakit sama sekali di mata. oiya dapet aplikatornya juga ya di dalem boxnya😍😍😍 progressnya 1 mingguan udh keliatan di aku ",4.0
 Emilia Indriafeni ," produk ini bener2 ajaibbb!! aku tipe org yg punya alis super tipissss, kalo selfie sampe ga keliatan alisnya. tapi after pakai ini, alisku lumayan jadi agak tebel! better lah dari sebelum pake. bentuk alisku juga jadi lebih keliatan. sehappy ituuuu pake ini! packaging yg sekarang juga udah ganti jadi lebih praktis! must try banget!!! ",5.0
 yulia skincare07 ," 💜Udah lama banget tertarik sama Nutrilash ini, tapi pas dulu-dulu itu packagingnya antara aplikator sama produk terpisah, dan aku kurang terbiasa sama packaging lash serum yang kaya gitu walaupun dia punya kelebihan tersendiri sih. Terus pas repackaging pake produk ini langsung nyobain deh. Ini dia reviewnya... 💜Packagingnya suka banget sih ini... Botol plastik berwarna coklat ke pink-pink-an dengan laminasi doff. Dipadu dengan tulisan berwarna putih yang bikin kesannya simpel tapi tetap kekinian. Packagingnya hadir dengan box berwarna serupa, desain boxnya eye catching banget, dengan tulisan berwarna silver dan putih. Untuk penjelasan di packagingnya menggunakan bahasa inggris semua, tapi jangan salah, ini produk lokal loh...  💜Aplikatornya ini unik banget ada sikat yang tebel dengan warna hitam dan diujungnya ada aplikator tambahan berbentuk doe foet kaya lispstik berwarna putih. Sikatnya yang tebel membantu mempermudah kita mengaplikasikan produk ke bulu mata kita, dan ujungnya yang dibikin unik ini juga ngebantu ngolesin produk ke alis serta akar bulu mata, jadi bukan diujung bulu mata doang. 💜Isinya 15ml. 💜Teksturnya oil berwarna putih yang ringan dan gampang menyerap. Menurutku, kalo diolesin di bulu mata  kaya gak ada rasanya dan bener-bener gak mengganjal. 💜Wanginya unik, kerasa alami, wangi-wangi rose oil yang natural. Aku juga suka banget sama wanginya, tapi hampir gak kecium kok, kecuali memang sengaja kita bauin gitu. 💜Ini aku udah pake sekitar 2 bulanan. 💜Sehari kadang bisa pake sekali atau dua kali, aku pake cukup rutin walaupun kadang bolong-bolong. Aku pake pagi setelah skincarean, atau malam sebelum tidur. 💜Klaimnya serum bulu mata dan alis berbasis oil yang akan memberikan efek pertama dalam 14 hari pemakaian rutin.  💜Key ingredientsnya ini unik banget juga loh... Main ingredientsnya ada castor oil yang menstimulasi pertumbuhan bulu mata atau alis agar keliatan lebih tebal. Selain itu juga ada olive oil yang bikin bulu mata atau alis keliataan lebih panjang dan lembut. Dia juga mengandung virgin coconut oil dan almond oil untuk memperkuat bulu mata terutama bagi yang pake eyelash extension.  Nah dia juga ada rose oil-nya loh yang bikin wanginya jadi wangi bunga yang sangat mild dan soft. Sebagai tambahan dia klaim bahwa produk ini juga tidak mengandung pengawet, colorant, dan animal based ingredients. Jadi produk ini vegan. 💜Oke sekarang lanjut untuk hasilnya, Selama dipake ini bener-bener berasa ringan banget. Mata berasa gak ada yang mengganjal, dan gak bikin perih juga. Pas dipake rasanya bulu mata langsung berasa hitam legam, bagus gitu. Hasilnya juga bulu mata kerasa lebih lebat dan gak gampang rontok, padahal bulu mataku itu rontokan banget aslinya. Untuk memanjangkannnya aku belum kerasa, tapi untuk bikin kuatnya aku akui dan kasih dua jempol untuk produk ini. Nahh untuk alis sebenernya aku jarang pake soalnya alis aku cukup tebal, tapi ini sering aku olesin dibagian pinggir atau ujung alis aku yang menurutku agak bolong-bolong gak setebel alis di depan, dan hasilnya aku ngerasa alis aku yang bagian itu jadi  lebih berisi. Overall bagus banget... aku suka. 💜Aku belinya di shopee dengan harga 85K, ini memang sedikit lebih mahal dari packaging sebelumnya yang kalo gak salah harganya sekitar 65K. Dari yang aku liat baik di reseller maupun di official storenya harganya hampir sama rata. ",5.0
 fikro ulya ," Ini isinya minyak2an. Makenya aga2 tricky si di mataku asli dah. Klo kebanyakan langsung luber ke dalam mata dan itu perih. Aku make nga ampe abis gegara keseringan perih. Cuman, progressnya bagus si, belom yg ampe manjangin ato numbuhin. Dia menjecag kerontokan bulu mata ",4.3
 Nabilah Putri ," Ini produk beneran ajaib sih... Baru dua hari pemakaian, bulu mata & alis makin panjang. Sayangnya aku gapunya foto before-after pemakaian produk. Tapi trust me! It works. Kemarin beli produk ini di soco pas sampai ternyata tutupnya pecah, jadi merembes kemana-mana, untung masih berfungsi. ",4.8
 devi yana ," setelah 10 hari pakai serum ini setiap malam sblm tidur, hasilnya wow.. bulu mata aku yg tipis pendek jarang"" skrg udah keliatan panjang dan rata, gak jarang"" lg
mgkn kalo kalian mau pake pagi dan mlm hasilnya bakal keliatan dalam seminggu
tp ya hasil nya masih yg taraf oke aja ya.. jgn berharap lgsg jd kyk extension bulmat gitu 😁

minusnya cuma botolnya aja sih
dlmnya tuh kyk ada plastik aplikator isi serumnya gitu la.. tp aku tak paham, jd kucopot biar isinya mudah diambil, mgkn krn itu jd rada tumpah gitu, beleber isinya smpe labelnya pun ada kyk bekas minyak gitu
 trus jg aku aplikasiin pake cottonbuds bkn pake brushnya, krn menurutku lebih gampang aja ",5.0
 Ashifa Satara ," serum bulu mata yang bagus buat kalian yg baru mauu cobaa, gaperih ke mata dan ga ganggu gt pas dipake, aplikator nya kurang efektif karna kepisah gt.. trs gampang patah jg.. tp overall keliatan lebih memanjang dan bervolume kalo pakenya sering✨ ",4.8
